geoid10,pop19,pop22,black19,black22,hisp19,hisp22,perc19,perc22
06037910207,5932,5659,496,751,2258,2565,46.43,58.6
06037910208,6556,7135,601,846,3532,3849,63.04,65.8
06037910209,4313,4376,438,517,920,1760,31.49,52.03
06037910401,6828,6392,750,854,2776,2969,51.64,59.81
06037910402,3582,2932,508,473,2524,2128,84.65,88.71
06037910403,2421,3217,80,518,2097,2335,89.92,88.69
06037910404,3710,4370,414,540,2526,2940,79.25,79.63
06037910501,5716,6344,1619,2026,3064,3452,81.93,86.35
06037910502,3792,4481,697,554,2237,3305,77.37,86.12
06037910504,4828,4857,393,494,3776,3664,86.35,85.61
06037910505,3049,3456,229,295,1968,2544,72.06,82.15
06037910601,7212,7226,909,703,4791,5555,79.03,86.6
06037910602,3966,4428,879,611,2266,2949,79.3,80.4
06037910603,6782,7496,570,812,4949,5254,81.38,80.92
06037910605,4756,5134,682,488,3047,3867,78.41,84.83
06037910606,3366,3222,454,255,2279,2407,81.19,82.62
06037910705,12916,12748,2147,1930,8480,8960,82.28,85.43
06037910706,6171,6568,768,801,4592,4894,86.86,86.71
06037910707,4591,5968,692,1091,2785,3650,75.74,79.44
06037910709,1703,1820,204,70,684,984,52.14,57.91
06037910711,8997,8492,925,925,6357,6057,80.94,82.22
06037910712,2575,3155,569,364,1397,2198,76.35,81.2
06037910713,6074,6087,878,845,4381,4251,86.58,83.72
06037910714,4111,3934,355,394,3247,3069,87.62,88.03
06037910715,6393,7105,1100,774,4218,5139,83.18,83.22
06037910716,5663,6636,579,761,3107,4445,65.09,78.45
06037920023,3021,3320,10,46,1865,2141,62.07,65.87
06037920035,8088,8172,0,297,4194,4728,51.85,61.49
06037920036,3344,2893,57,40,1891,1866,58.25,65.88
06037920037,7725,9401,434,769,5197,5703,72.89,68.84
06037920038,4637,2629,254,145,2647,1670,62.56,69.04
06037920040,3529,5045,258,479,777,2166,29.33,52.43
06037920106,3271,2707,134,68,2001,1611,65.27,62.02
06037920200,6051,4239,1176,913,3388,2783,75.43,87.19
06037920336,6362,6526,54,81,4821,4894,76.63,76.23
06037920337,7549,5668,465,255,5359,4098,77.15,76.8
06037930200,441,1225,26,63,117,583,32.43,52.73
06037980002,0,9,0,1,0,5,,66.67
06037980004,11,428,0,28,11,333,100,84.35
06037980007,0,4,0,1,0,2,,75
06037980008,124,465,0,92,70,195,56.45,61.72
06037980009,5,52,0,7,0,19,0,50
06037980013,0,62,0,17,0,15,,51.61
06037980015,347,1555,128,416,45,493,49.86,58.46
06037980018,0,32,0,11,0,12,,71.88
06037980023,10,19,0,0,10,7,100,36.84
06037980025,0,398,0,184,0,103,,72.11
06037980026,44,11,14,1,22,1,81.82,18.18
06037980031,1035,1458,249,213,337,588,56.62,54.94
06059001101,4651,4611,29,63,2298,2450,50.03,54.5
06059001102,3002,3007,31,38,1457,1657,49.57,56.37
06059001103,4305,4754,113,96,2582,3055,62.6,66.28
06059001201,5438,5200,19,60,4158,4181,76.81,81.56
06059001202,3893,3766,12,33,3282,2729,84.61,73.34
06059001303,5770,5626,39,102,3483,3543,61.04,64.79
06059001304,3832,3702,0,45,2880,2691,75.16,73.91
06059001401,5486,5493,128,84,3567,3417,67.35,63.74
06059001402,5918,5130,25,87,3604,3194,61.32,63.96
06059001404,4178,3770,52,60,3489,2845,84.75,77.06
06059001705,4613,4315,97,93,2274,1914,51.4,46.51
06059001801,5088,5417,239,175,3261,3497,68.79,67.79
06059001802,8269,7472,557,177,5378,4955,71.77,68.68
06059001901,3043,2714,35,22,1588,1487,53.34,55.6
06059001902,2994,2750,89,55,1487,1305,52.64,49.45
06059001903,3490,3549,19,33,1955,2121,56.56,60.69
06059011101,4480,4283,1,76,2839,2361,63.39,56.9
06059011102,4560,4445,142,109,2485,2298,57.61,54.15
06059011403,6407,5822,33,115,3342,2930,52.68,52.3
06059011502,3827,4206,76,75,1843,2201,50.14,54.11
06059011601,7794,7497,367,162,5555,5512,75.98,75.68
06059011602,5384,6216,65,192,4234,4117,79.85,69.32
06059011711,8246,7481,219,172,3377,3970,43.61,55.37
06059011712,4760,4923,147,109,2050,2512,46.16,53.24
06059011714,1038,1043,4,58,595,512,57.71,54.65
06059011720,6984,6727,101,120,6241,6030,90.81,91.42
06059011721,5266,5091,43,124,3921,3589,75.28,72.93
06059021813,97,107,0,3,55,59,56.7,57.94
06059021913,9169,7702,174,70,6184,4748,69.34,62.56
06059032014,5965,5890,237,57,3203,3062,57.67,52.95
06059042107,4141,4001,0,25,2105,1878,50.83,47.56
06059042312,10018,7157,0,25,7214,5080,72.01,71.33
06059063604,3958,4061,0,58,2311,1892,58.39,48.02
06059063605,5334,5630,33,47,3930,3949,74.3,70.98
06059063701,5962,5892,62,38,4862,4489,82.59,76.83
06059063702,5322,6131,49,89,2871,3156,54.87,52.93
06059063808,5857,5674,0,28,4260,4266,72.73,75.68
06059063904,5408,4645,16,27,2785,2063,51.79,44.99
06059063906,5946,5947,65,91,2988,3018,51.35,52.28
06059074003,3936,3500,34,74,2571,2150,66.18,63.54
06059074004,8938,7395,434,165,5409,4569,65.37,64.02
06059074005,7623,6739,43,69,5803,5160,76.69,77.59
06059074006,5791,5312,221,104,3901,3566,71.18,69.09
06059074102,6712,6261,41,38,5681,5095,85.25,81.98
06059074103,5280,4570,0,10,4743,4168,89.83,91.42
06059074106,6411,6363,81,88,4125,4382,65.61,70.25
06059074108,4919,4640,206,27,4271,4000,91.01,86.79
06059074109,3713,3392,7,17,3238,2918,87.4,86.53
06059074111,5836,5277,50,66,3655,3356,63.49,64.85
06059074200,9197,8608,0,4,8500,8165,92.42,94.9
06059074300,4450,3972,19,12,4226,3749,95.39,94.69
06059074403,5956,5357,0,18,5717,5091,95.99,95.37
06059074405,5874,6091,72,29,5248,5410,90.57,89.3
06059074406,3327,3789,30,16,3052,3459,92.64,91.71
06059074407,6455,6024,84,98,5624,5160,88.43,87.28
06059074408,5782,5453,101,142,4774,4356,84.31,82.49
06059074501,6922,5790,55,15,6412,5174,93.43,89.62
06059074502,5912,5210,0,9,5574,4763,94.28,91.59
06059074601,7626,7471,0,18,7087,6776,92.93,90.94
06059074602,8782,8002,0,14,8529,7611,97.12,95.29
06059074701,8404,7611,17,47,7647,7102,91.19,93.93
06059074702,6282,5777,0,7,5796,5482,92.26,95.01
06059074801,5912,5313,111,114,5513,4727,95.13,91.12
06059074802,6923,6348,78,43,6014,5838,88,92.64
06059074803,9106,8526,201,74,6673,6396,75.49,75.89
06059074805,5744,4783,80,55,5452,4419,96.31,93.54
06059074806,5299,4765,43,70,4932,4370,93.89,93.18
06059074901,9969,8576,0,26,9571,7967,96.01,93.2
06059074902,6386,5850,4,8,6189,5593,96.98,95.74
06059075002,8329,8236,61,102,7259,6724,87.89,82.88
06059075003,7478,6493,3,29,7221,6073,96.6,93.98
06059075004,5242,4765,91,26,4895,4353,95.12,91.9
06059075100,10033,9883,131,260,7519,7300,76.25,76.49
06059075201,6551,5594,0,36,6004,5001,91.65,90.04
06059075202,5825,5427,33,30,5328,5004,92.03,92.76
06059075301,6325,5730,70,73,4073,3872,65.5,68.85
06059075302,4296,4568,0,42,3446,3732,80.21,82.62
06059075401,3833,3859,0,40,2050,2173,53.48,57.35
06059075403,7474,7707,87,144,4860,5027,66.19,67.09
06059075404,6009,6362,194,67,3996,4127,69.73,65.92
06059075405,3202,3204,52,26,1681,1793,54.12,56.77
06059075507,5663,5476,249,143,2171,2747,42.73,52.78
06059075512,3904,3719,353,78,2066,2269,61.96,63.11
06059075513,5705,5071,232,109,3273,3137,61.44,64.01
06059075514,3885,3553,133,96,2730,2462,73.69,72
06059075701,7564,7228,216,144,3114,3644,44.02,52.41
06059075805,4284,4517,22,49,1984,2418,46.83,54.62
06059075806,6692,6496,44,78,3356,3531,50.81,55.56
06059075811,3208,3361,21,31,1754,2082,55.33,62.87
06059075812,6627,5774,91,74,3355,2994,52,53.13
06059075816,3863,3626,1,79,1851,1745,47.94,50.3
06059076000,8668,9821,115,240,4284,4728,50.75,50.59
06059076102,7761,6047,351,282,3744,3081,52.76,55.61
06059076103,8526,9254,54,96,5124,5911,60.73,64.91
06059076204,4577,3916,25,43,3175,2838,69.91,73.57
06059086301,7126,7486,61,102,5185,5450,73.62,74.17
06059086304,5017,5011,121,86,2773,2911,57.68,59.81
06059086306,4469,4010,100,85,2390,2380,55.72,61.47
06059086402,5582,5503,85,60,3728,3912,68.31,72.18
06059086404,6914,6119,11,50,5391,4609,78.13,76.14
06059086405,7665,6986,314,162,6496,5476,88.85,80.7
06059086406,4511,3514,84,50,2896,2306,66.06,67.05
06059086407,6595,5687,144,134,3686,3449,58.07,63
06059086501,4642,4377,82,32,3798,3522,83.58,81.2
06059086502,6385,6053,182,32,5755,5525,92.98,91.81
06059086601,9971,8735,347,148,8035,7053,84.06,82.44
06059086602,6555,5967,108,172,4473,3906,69.89,68.34
06059086701,9216,8627,73,158,4673,4947,51.5,59.17
06059086702,6877,7200,71,197,4653,5122,68.69,73.88
06059086802,5921,5640,252,126,3422,3263,62.05,60.09
06059086901,8407,8764,579,354,4084,4603,55.47,56.56
06059086903,7471,6763,31,261,4562,3599,61.48,57.08
06059087001,5137,5633,334,235,2731,2904,59.67,55.73
06059087002,7956,7457,71,256,4028,3379,51.52,48.75
06059087102,5745,6613,297,308,3339,4267,63.29,69.18
06059087105,4268,4729,19,115,1962,2287,46.42,50.79
06059087106,5251,4793,24,74,3299,3134,63.28,66.93
06059087200,8314,7538,242,127,4690,4860,59.32,66.16
06059087300,9877,10547,145,204,7140,7341,73.76,71.54
06059087401,4233,5110,67,99,2473,2641,60,53.62
06059087403,3156,3144,0,7,2815,2729,89.2,87.02
06059087404,4019,3764,33,66,3674,3128,92.24,84.86
06059087405,6172,5509,55,41,5435,4702,88.95,86.1
06059087503,6689,6031,42,139,4127,3857,62.33,66.26
06059087504,7761,6887,92,77,6279,5541,82.09,81.57
06059087505,5421,4742,261,213,3491,2960,69.21,66.91
06059087601,5287,4839,91,127,2621,2620,51.3,56.77
06059087602,7243,7807,238,108,3746,4073,55,53.55
06059087703,5951,6462,54,102,2913,3295,49.86,52.57
06059087802,7710,7490,399,212,3981,3634,56.81,51.35
06059087803,5703,5387,97,118,3960,3306,71.14,63.56
06059087805,6647,7065,237,200,3854,4044,61.55,60.07
06059087806,5055,5552,83,133,2502,3194,51.14,59.92
06059087902,5943,5599,88,28,3451,3134,59.55,56.47
06059088402,5019,4679,169,76,3053,2608,64.2,57.36
06059088403,7749,6676,152,143,4352,3610,58.12,56.22
06059088501,6916,7282,35,32,3919,3993,57.17,55.27
06059089003,3965,3822,0,51,2368,2122,59.72,56.86
06059089004,7996,7230,28,55,4962,3707,62.41,52.03
06059089102,6806,7012,14,54,4602,4401,67.82,63.53
06059089104,5870,5335,15,37,4476,3858,76.51,73.01
06059089105,6421,4205,55,15,5782,3578,90.9,85.45
06059089106,3991,3972,12,18,2604,2717,65.55,68.86
06059089107,5088,5672,0,31,2815,2837,55.33,50.56
06059099202,8231,8291,67,52,4547,4326,56.06,52.8
06059099248,5481,5148,81,30,3713,3331,69.22,65.29
06059099249,4627,3939,0,16,3876,3261,83.77,83.19
06059099402,9454,7647,35,46,7444,5240,79.11,69.13
06059110302,5636,6153,27,96,2582,3104,46.29,52.01
06059110402,5578,5342,38,149,2965,3015,53.84,59.23
06059110500,8383,7972,696,358,4418,4763,61,64.24
06059110603,9194,8581,1067,295,5175,5102,67.89,62.89
06059110606,4699,4991,431,171,2693,2831,66.48,60.15
06075020900,4774,4296,41,99,2410,1830,51.34,44.9
06075022803,4832,4380,87,76,2579,1931,55.17,45.82
06075022901,5347,4275,155,177,3330,2289,65.18,57.68
06075022902,2547,2283,141,53,1150,1024,50.69,47.17
06075022903,3111,2467,104,56,1498,996,51.49,42.64
06075023102,4667,3420,2559,1683,698,651,69.79,68.25
06075023103,2922,3950,1410,1959,648,758,70.43,68.78
06075023200,4355,4987,1899,1278,1409,2061,75.96,66.95
06075023400,2976,4110,625,1019,1031,1464,55.65,60.41
06075025403,5154,4438,461,310,2156,1427,50.78,39.14
06075060502,3417,1792,621,371,1085,540,49.93,50.84
06075061200,4296,4145,880,805,1745,1740,61.1,61.4
06075980600,487,1340,226,328,130,186,73.1,38.36
06085500100,7499,7969,31,236,4893,3868,65.66,51.5
06085501000,4361,5468,176,339,2417,2634,59.46,54.37
06085501102,4883,4437,109,74,3099,2607,65.7,60.42
06085501200,4788,4129,128,126,2866,2331,62.53,59.51
06085501401,3343,3496,156,134,2347,2459,74.87,74.17
06085501402,3205,2970,30,77,2414,1950,76.26,68.25
06085501501,5013,4241,50,91,3501,2591,70.84,63.24
06085501502,4367,4734,8,107,3183,2821,73.07,61.85
06085501600,6879,7169,535,386,2805,3495,48.55,54.14
06085501700,5024,5124,32,137,4153,3736,83.3,75.59
06085502001,5908,5010,315,155,2910,2297,54.59,48.94
06085502002,5209,5166,207,153,3333,3272,67.96,66.3
06085502102,7974,7094,365,348,4642,3499,62.79,54.23
06085503110,5243,4434,66,84,3254,2854,63.32,66.26
06085503112,4118,4379,97,137,2159,2589,54.78,62.25
06085503113,5188,4604,208,96,4236,3464,85.66,77.32
06085503117,3355,2344,41,19,1836,1349,55.95,58.36
06085503118,5557,5223,314,160,2973,2723,59.15,55.2
06085503121,4606,4549,192,328,2458,2692,57.53,66.39
06085503123,3835,3916,317,309,1848,1919,56.45,56.89
06085503204,9189,8525,271,196,5028,4426,57.67,54.22
06085503208,4404,3489,106,63,2689,2028,63.47,59.93
06085503217,4713,4406,101,97,3291,2860,71.97,67.11
06085503218,4684,4359,54,94,3681,3103,79.74,73.34
06085503305,6440,6143,177,81,3073,2401,50.47,40.4
06085503306,4421,4069,74,55,2683,2290,62.36,57.63
06085503312,3725,3472,253,98,1627,1224,50.47,38.08
06085503401,4544,4080,29,42,3417,3077,75.84,76.45
06085503402,6087,5673,82,125,4032,3785,67.59,68.92
06085503504,6012,5888,6,82,4500,4248,74.95,73.54
06085503506,6180,6180,98,124,3986,3827,66.08,63.93
06085503507,2510,2224,70,35,1827,1576,75.58,72.44
06085503508,6931,6172,208,82,4727,4287,71.2,70.79
06085503509,3959,3897,85,83,2315,2190,60.62,58.33
06085503510,6019,5901,192,72,4314,4211,74.86,72.58
06085503601,2985,2993,0,26,1734,1594,58.09,54.13
06085503602,5336,4534,261,80,3511,2816,70.69,63.87
06085503703,4143,3927,145,71,2924,2784,74.08,72.7
06085503707,5841,5408,218,116,2869,2590,52.85,50.04
06085503710,3922,3765,18,64,2442,2391,62.72,65.21
06085503711,5139,4587,155,59,3850,3495,77.93,77.48
06085503713,3014,3014,20,80,1596,1772,53.62,61.45
06085503902,5530,6023,141,46,3592,3711,67.5,62.38
06085503903,3722,3289,32,46,2186,1470,59.59,46.09
06085504001,6332,5577,105,101,4438,3869,71.75,71.19
06085504002,6264,5931,110,101,3775,3572,62.02,61.93
06085504101,4853,4217,74,53,3272,2679,68.95,64.79
06085504102,6244,5818,57,71,4420,3822,71.7,66.91
06085504602,1957,2301,38,27,1132,1207,59.79,53.63
06085506501,8155,7557,342,439,4038,3838,53.71,56.6
06085509000,8518,7188,244,108,4485,2989,55.52,43.09
06085511915,3695,3562,354,135,1508,1626,50.39,49.44
06085512017,8756,7727,321,213,4209,3565,51.74,48.89
06085512023,5915,5655,590,290,2638,2742,54.57,53.62
06085512043,6718,4810,333,235,4187,3002,67.28,67.3
06085512310,4169,5208,59,161,2144,2456,52.84,50.25
06085512313,4201,4151,210,110,2198,2102,57.32,53.29
06085512401,4742,4830,105,42,2271,2173,50.11,45.86
06085512505,7854,7355,259,164,4978,4481,66.68,63.15
06085512506,7127,7552,240,192,5164,5134,75.82,70.52
06085512508,8419,8105,39,79,5066,4939,60.64,61.91
06085512509,4148,5930,82,171,2499,2844,62.22,50.84
06085512602,2734,3527,20,23,1475,2048,54.68,58.72
06085512603,4221,5305,58,84,3495,4587,84.17,88.05
06085512604,4959,5101,26,70,4307,4142,87.38,82.57
11001001600,4175,4188,2750,2292,294,313,72.91,62.2
11001001702,3083,3356,1485,1449,372,380,60.23,54.5
11001001803,4042,4102,2466,2195,1088,1457,87.93,89.03
11001001804,5619,5435,3402,2909,1878,1906,93.97,88.59
11001001901,3997,4206,2851,2162,648,875,87.54,72.21
11001001902,2337,2117,1594,1257,445,261,87.25,71.71
11001002001,2848,2909,1149,1012,831,1100,69.52,72.6
11001002002,3911,4076,2179,1724,813,1023,76.5,67.39
11001002101,5859,5687,3553,2586,1722,1868,90.03,78.32
11001002102,4921,5099,3555,2856,791,1074,88.32,77.07
11001002201,3704,3485,2640,1687,519,683,85.29,68.01
11001002202,3974,2132,2525,1018,1096,641,91.12,77.81
11001002301,3220,3281,1754,1444,491,556,69.72,60.96
11001002302,1711,1762,813,886,61,115,51.08,56.81
11001002400,4257,4034,2233,1456,988,740,75.66,54.44
11001002501,2648,2688,1390,1090,570,613,74.02,63.36
11001002502,5852,6253,2295,1703,2156,1998,76.06,59.19
11001002801,4033,4398,1640,1446,1398,1393,75.33,64.55
11001002802,4750,4685,962,1024,2235,1836,67.31,61.05
11001002900,4567,4443,1179,878,1210,1320,52.31,49.47
11001003000,3534,3561,1627,1307,317,524,55.01,51.42
11001003100,3350,3874,831,917,1441,1037,67.82,50.44
11001003200,4997,4864,2516,1749,1406,1142,78.49,59.44
11001003302,2338,2434,1076,720,134,200,51.75,37.8
11001003400,4716,5153,2849,1920,443,489,69.8,46.75
11001003500,5603,4801,4023,1582,403,604,78.99,45.53
11001003700,5860,5822,2012,1612,1466,1379,59.35,51.37
11001004600,2947,3466,1567,1479,250,265,61.66,50.32
11001004701,4478,5299,3083,2505,199,420,73.29,55.2
11001004801,2223,2822,1055,757,147,226,54.07,34.83
11001004802,3548,3239,1710,1358,461,305,61.19,51.34
11001004901,2600,3380,1074,987,407,435,56.96,42.07
11001006400,2130,2481,1806,1621,86,127,88.83,70.46
11001006801,2017,2238,1136,755,54,124,59,39.28
11001006804,2949,2432,2699,1892,116,198,95.46,85.94
11001007100,3064,3206,1710,1421,57,188,57.67,50.19
11001007304,3514,4030,3277,3718,59,87,94.93,94.42
11001007401,2453,1211,2394,1101,44,41,99.39,94.3
11001007403,3500,2512,3359,2372,98,51,98.77,96.46
11001007404,3795,3157,3728,2894,6,99,98.39,94.81
11001007406,3061,3528,2996,3283,18,119,98.46,96.43
11001007407,2734,3176,2662,2835,0,99,97.37,92.38
11001007408,3548,2888,3305,2742,50,18,94.56,95.57
11001007409,3802,3047,3731,2841,0,64,98.13,95.34
11001007502,5361,3551,5276,3320,12,78,98.64,95.69
11001007503,2694,2280,2619,1977,15,77,97.77,90.09
11001007504,2780,2917,2765,2610,0,86,99.46,92.42
11001007601,4182,4614,3958,3989,88,159,96.75,89.9
11001007603,3950,4185,3271,3618,369,121,92.15,89.34
11001007604,3766,3803,3470,3251,61,126,93.76,88.8
11001007605,3609,3663,3221,3336,10,80,89.53,93.26
11001007703,5267,5227,5211,4672,39,263,99.68,94.41
11001007707,4423,3927,4332,3577,70,159,99.53,95.14
11001007708,3070,2028,3070,1893,0,41,100,95.36
11001007709,2165,2074,1962,1857,110,70,95.7,92.91
11001007803,3473,4590,2959,3975,388,271,96.37,92.51
11001007804,3214,3499,3017,3175,124,117,97.73,94.08
11001007806,2080,3457,1991,3019,9,194,96.15,92.94
11001007807,2314,2118,2249,1892,32,120,98.57,95
11001007808,4289,3708,4130,3336,131,173,99.35,94.63
11001007809,2805,3155,2620,2735,55,181,95.37,92.42
11001007901,3951,4148,2985,2591,115,198,78.46,67.24
11001007903,1825,1865,1370,1107,50,90,77.81,64.18
11001008701,2311,2814,1436,1308,144,210,68.37,53.94
11001008702,1930,3574,1472,1543,175,340,85.34,52.69
11001008802,4598,4360,3478,2380,44,374,76.6,63.17
11001008803,2148,4036,1287,1945,215,451,69.93,59.37
11001008804,2442,2417,1851,1596,179,253,83.13,76.5
11001008903,3465,3066,2915,2229,208,260,90.13,81.18
11001008904,3046,3133,2411,2503,370,292,91.3,89.21
11001009000,3049,4676,2825,3791,116,277,96.46,87
11001009102,5288,4608,4570,3440,261,375,91.36,82.79
11001009201,2261,3115,1186,946,170,455,59.97,44.98
11001009203,2612,2775,1895,1531,180,226,79.44,63.32
11001009204,2785,2889,2013,1719,433,750,87.83,85.46
11001009301,3204,3774,1681,1719,185,281,58.24,52.99
11001009302,1053,1750,617,737,90,267,67.14,57.37
11001009400,4850,4424,3720,2817,327,358,83.44,71.77
11001009501,7088,6170,3713,2872,1540,2185,74.11,81.96
11001009503,3347,3106,2414,1876,96,198,74.99,66.77
11001009504,3315,2849,2020,1542,531,273,76.95,63.71
11001009505,2701,3781,2114,2606,342,519,90.93,82.65
11001009507,1631,1525,1440,1068,170,271,98.71,87.8
11001009508,3829,3792,2971,2381,398,638,87.99,79.61
11001009509,3485,3194,2907,2240,421,330,95.49,80.46
11001009601,2211,2076,2168,1864,11,72,98.55,93.26
11001009602,3457,3717,3314,3391,103,120,98.84,94.46
11001009603,3014,3971,2785,3417,135,323,96.88,94.18
11001009604,2108,2005,2020,1636,46,143,98.01,88.73
11001009700,3371,3188,3321,2989,14,68,98.93,95.89
11001009801,2159,1848,1964,1725,54,30,93.47,94.97
11001009802,1646,2064,1636,1938,7,51,99.82,96.37
11001009803,2733,2618,2713,2360,0,74,99.27,92.97
11001009804,2778,2517,2455,2242,209,136,95.9,94.48
11001009807,3043,3523,2942,3212,22,103,97.4,94.1
11001009810,2676,2461,2605,2287,9,50,97.68,94.96
11001009811,5018,4438,4983,4197,10,70,99.5,96.15
11001009901,2563,2364,2410,1972,34,80,95.36,86.8
11001009902,2780,2774,2679,2546,2,69,96.44,94.27
11001009903,1828,2004,1708,1828,24,58,94.75,94.11
11001009904,2462,2886,2227,2458,119,257,95.29,94.07
11001009905,2795,2790,2643,2536,147,108,99.82,94.77
11001009906,1521,1773,1436,1534,39,114,96.98,92.95
11001009907,2890,2259,2790,2110,89,46,99.62,95.44
11001010300,3462,3604,1925,1822,695,873,75.68,74.78
11001010400,4474,4732,3996,4263,127,143,92.15,93.11
11001010900,4275,3333,4103,3024,65,106,97.5,93.91
11001011100,5490,5903,4701,4393,316,472,91.38,82.42
12086000109,3790,3782,611,349,2122,2257,72.11,68.91
12086000120,4704,4669,154,215,1633,2501,37.99,58.17
12086000124,3033,3260,1173,1036,1089,1509,74.58,78.07
12086000127,3314,3306,69,79,1424,1664,45.05,52.72
12086000128,2081,4205,166,157,1145,2130,63,54.39
